title,rating,image,price,In The Box,Model Name,Color,SIM Type,Touchscreen,Quick Charging,Display Size,Resolution,GPU,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Internal Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,HD Recording,Video Recording Resolution,Network Type,Battery Capacity,Battery Type,Warranty Summary,JAVA Support
"POCO M6 5G (Galactic Black, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=70&crop=false,"₹12,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Galactic Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO M6 5G (Galactic Black, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Galactic Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Motorola G34 5G (Ocean Green, 128 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/m/f/g34-5g-pb1v0002in-motorola-original-imagwu4rayqhgfjh.jpeg?q=70&crop=false,"₹14,999","Handset, Charger, USB Cable, Sim Tool, Guides",G34 5G,Ocean Green,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),1600 x 720 Pixels,Adreno 619,Android 14,Snapdragon,Snapdragon 695 5G,Octa Core,2.2 GHz,128 GB,8 GB,,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","5G, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"POCO M6 Pro 5G (Power Black, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/h/q/m6-pro-5g-mzb0eprin-poco-original-imags3e7vewsafst.jpeg?q=70&crop=false,"₹16,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",M6 Pro 5G,Power Black,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,Adreno GPU,Android 13,Snapdragon,Snapdragon 4 Gen 2,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Motorola G34 5G (Charcoal Black, 128 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/m/o/y/g34-5g-pb1v0000in-motorola-original-imagwu4s8naevwyq.jpeg?q=70&crop=false,"₹14,999","Handset, Charger, USB Cable, Sim Tool, Guides",G34 5G,Charcoal Black,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),1600 x 720 Pixels,Adreno 619,Android 14,Snapdragon,Snapdragon 695 5G,Octa Core,2.2 GHz,128 GB,8 GB,,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","5G, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"Motorola G34 5G (Ice Blue, 128 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/k/9/g34-5g-pb1v0001in-motorola-original-imagwu4r4xze9jwz.jpeg?q=70&crop=false,"₹14,999","Handset, Charger, USB Cable, Sim Tool, Guides",G34 5G,Ice Blue,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),1600 x 720 Pixels,Adreno 619,Android 14,Snapdragon,Snapdragon 695 5G,Octa Core,2.2 GHz,128 GB,8 GB,,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","5G, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"POCO M6 5G (Galactic Black, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Galactic Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,256 GB,8 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO M6 5G (Orion Blue, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Orion Blue,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Apple iPhone 14 Plus (Starlight, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/v/8/-original-imaghx9qudmydgc4.jpeg?q=70&crop=false,"₹79,900","Handset, USB-C to Lightning Cable, Documentation",iPhone 14 Plus,Starlight,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2778 x 1284 Pixels,5 Core,iOS 16,Apple,"A15 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,12MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",4323 mAh,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"POCO C65 (Pastel Green, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70&crop=false,"₹10,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Pastel Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"POCO M6 5G (Orion Blue, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Orion Blue,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,256 GB,8 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO M6 5G (Orion Blue, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70&crop=false,"₹12,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Orion Blue,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO C65 (Pastel Blue, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70&crop=false,"₹10,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Pastel Blue,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"Apple iPhone 14 Plus (Midnight, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/a/b/0/-original-imaghx9qnhzxegu2.jpeg?q=70&crop=false,"₹79,900","Handset, USB-C to Lightning Cable, Documentation",iPhone 14 Plus,Midnight,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2778 x 1284 Pixels,5 Core,iOS 16,Apple,"A15 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,12MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",4323 mAh,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"REDMI 13C (Starshine Green, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/u/6/r/-original-imahfk4xenbzxwrh.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C,Starshine Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/p/r/b/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj42cctpjjze.jpeg?q=70&crop=false,"₹19,999","Phone, charger, Data cable, sim ejector, user guide",Nord CE 3 Lite 5G,Chromatic Gray,Dual Sim,Yes,,17.07 cm (6.72 inch),2400x1080 Pixels,,Android 13,Snapdragon,,Octa Core,2.2 GHz,128 GB,8 GB,,108MP Rear Camera,,,,5G,5000 mAh,,Domestic Warranty of 12 months on phone & 6 months on accessories,
"POCO M6 5G (Polaris Green, 128 GB)  (6 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/3/g/-original-imagy2v5ggthbvfe.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Polaris Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO M6 5G (Polaris Green, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/3/g/-original-imagy2v5ggthbvfe.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Polaris Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,256 GB,8 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"MOTOROLA g24 Power (Glacier Blue, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/i/m/g24-pb1c0001in-motorola-original-imagxm3bhyh7ywnr.jpeg?q=70&crop=false,"₹11,999","Handset, 33W TurboPower Charger, USB Type-C Cable, Sim Tool, Guides, Protective Case",g24 Power,Glacier Blue,Dual Sim,Yes,Yes,16.76 cm (6.6 inch),1612 x 720 Pixels,Arm Mali-G52 MP2,Android 14,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","2G, 3G, 4G",6000 mAh,,1 Year on Handset and 6 Months on Accessories,
"POCO C65 (Matte Black, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=70&crop=false,"₹10,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Matte Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"POCO M6 5G (Polaris Green, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/3/g/-original-imagy2v5ggthbvfe.jpeg?q=70&crop=false,"₹12,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",M6 5G,Polaris Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 13C (Starfrost White, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/t/f/a/-original-imahfk4xp4xcggyt.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C,Starfrost White,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/7/k/-original-imagtxvur9yrxvru.jpeg?q=70&crop=false,"₹19,999","Phone, charger, Data cable, sim ejector, user guide",Nord CE 3 Lite 5G,Pastel Lime,Dual Sim,Yes,,17.07 cm (6.72 inch),2400x1080,,Android Android 13,Snapdragon,,Octa Core,2.2 GHz,128 GB,8 GB,,108MP Rear Camera,,,,5G,5000 mAh,,Domestic Warranty of 12 months on phone & 6 months on accessories,
"Motorola g04s (Satin Blue, 64 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/z/k/4/g04s-pb360002in-motorola-original-imahfc48wgbttfkk.jpeg?q=70&crop=false,"₹9,999","Handset, 20W Charger, USB Type-C Cable, Guides, Sim Tool, Protective Cover, Protective Film",g04s,Satin Blue,Dual Sim,Yes,,16.76 cm (6.6 inch),1612 x 720 Pixels,ARM Mali-G57 MP1,Android 14,Unisoc,T606,Octa Core,1.6 GHz,64 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: FHD (at 30 fps), HD (at 30 fps) | Front Camera: FHD (at 30 fps), HD (at 30 fps)","2G, 3G, 4G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"vivo T3x 5G (Celestial Green, 128 GB)  (6 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/k/g/j/t3x-5g-v2338-vivo-original-imahyyzaqhgwzfup.jpeg?q=70&crop=false,"₹18,999","Handset, Quick Start Guide, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card",T3x 5G,Celestial Green,Dual Sim,Yes,,17.07 cm (6.72 inch),2408 x 1080 Pixels,,Android 14,Snapdragon,6 Gen 1,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,,"5G, 4G, 3G, 2G",6000 mAh,Lithium,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio  (Terracotta Red)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/x/x/p/105-single-sim-keypad-mobile-phone-with-wireless-fm-radio-ta-original-imahfmf8wsdfzztq.jpeg?q=70&crop=false,"₹1,599","Handset, Battery, Charger, User Guide","105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",Terracotta Red,Single Sim,No,No,4.5 cm (1.77 inch),160 x 128 Pixels,,,Spreadtrum,SC6531E,,0.208 GHz,32 MB,32 MB,,0MP,0MP Front Camera,,,2G,1000 mAh,Lithium Ion,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,
"vivo T3x 5G (Celestial Green, 128 GB)  (4 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/k/g/j/t3x-5g-v2338-vivo-original-imahyyzaqhgwzfup.jpeg?q=70&crop=false,"₹17,499","Handset, Quick Start Guide, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card",T3x 5G,Celestial Green,Dual Sim,Yes,,17.07 cm (6.72 inch),2408 x 1080 Pixels,,Android 14,Snapdragon,6 Gen 1,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,,"5G, 4G, 3G, 2G",6000 mAh,Lithium,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"POCO C61 (Ethereal Blue, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/f/l/-original-imagzcfj9vhf5dyq.jpeg?q=70&crop=false,"₹8,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",C61,Ethereal Blue,Dual Sim,Yes,Yes,17.04 cm (6.71 inch),1650 x 720 Pixels,IMG PowerVR,Android 14,Mediatek,Helio G36,Octa Core,2.2 GHz,64 GB,4 GB,1 TB,8MP Rear Camera,5MP Front Camera,Yes,"Rear Main Camera Video: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO C61 (Diamond Dust Black, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/e/o/w/-original-imagzcfjjbheykct.jpeg?q=70&crop=false,"₹8,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",C61,Diamond Dust Black,Dual Sim,Yes,Yes,17.04 cm (6.71 inch),1650 x 720 Pixels,IMG PowerVR,Android 14,Mediatek,Helio G36,Octa Core,2.2 GHz,64 GB,4 GB,1 TB,8MP Rear Camera,5MP Front Camera,Yes,"Rear Main Camera Video: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Motorola Edge 40 Neo (Black Beauty, 256 GB)  (12 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/5/k/-original-imagtkzut72y6ddg.jpeg?q=70&crop=false,"₹29,999","Handset, TurboPower 68W Charger, Sim Tool, USB Type-C Cable, Guides, Climate Friendly Protective Case",Edge 40 Neo,Black Beauty,Dual Sim,Yes,Yes,16.64 cm (6.55 inch),2400 x 1080 Pixels,Arm Mali-G610 MC1,Android 13,Mediatek,Dimensity 7030,Octa Core,2.5 GHz,256 GB,12 GB,,50MP + 13MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps), Slow Motion: FHD (at 240 fps/at 120 fps), Portrait Video: HD (at 30 fps)) Ultra Wide/Macro Camera (4K UHD (at 30 fps), FHD (at 30 fps)) | Front Camera: FHD (at 30 fps), FHD (at 60 fps), Portrait Video: HD (at 30 fps)","2G, 3G, 4G, 5G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"Motorola G34 5G (Ice Blue, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/k/9/g34-5g-pb1v0001in-motorola-original-imagwu4r4xze9jwz.jpeg?q=70&crop=false,"₹13,999","Handset, Charger, USB Cable, Sim Tool, Guides",G34 5G,Ice Blue,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),1600 x 720 Pixels,Adreno 619,Android 14,Snapdragon,Snapdragon 695 5G,Octa Core,2.2 GHz,128 GB,4 GB,,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","5G, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"POCO C65 (Pastel Green, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Pastel Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
